movie_title_imdb,Released_Year,Genre,IMDB_Rating,Meta_score,platform_imdb,movie_title_rt,tomatometer_rating,audience_rating,platform_rt,Gross_imdb
,,,,,,Thirteen Ghosts (13 Ghosts),16.0,49.0,Rotten Tomatoes,
,,,,,,Thirteen Women,56.0,34.0,Rotten Tomatoes,
,,,,,,Thirty Seconds Over Tokyo,100.0,75.0,Rotten Tomatoes,
,,,,,,Thirty Two Short Films About Glenn Gould,92.0,88.0,Rotten Tomatoes,
,,,,,,This Ain't No Mouse Music!,71.0,75.0,Rotten Tomatoes,
,,,,,,This Beautiful City,14.0,35.0,Rotten Tomatoes,
,,,,,,This Beautiful Fantastic,61.0,75.0,Rotten Tomatoes,
,,,,,,This Boy's Life,76.0,79.0,Rotten Tomatoes,
,,,,,,This Changes Everything,56.0,47.0,Rotten Tomatoes,
,,,,,,This Christmas,55.0,81.0,Rotten Tomatoes,
,,,,,,This Divided State,83.0,84.0,Rotten Tomatoes,
,,,,,,This Filthy World,91.0,85.0,Rotten Tomatoes,
,,,,,,This Girl's Life,50.0,44.0,Rotten Tomatoes,
,,,,,,This Gun for Hire,93.0,82.0,Rotten Tomatoes,
,,,,,,This Is 40,51.0,50.0,Rotten Tomatoes,
,,,,,,This Is Elvis,86.0,85.0,Rotten Tomatoes,
This Is England,2006,"Crime, Drama",77.0,86.0,IMDb,This Is England,92.0,90.0,Rotten Tomatoes,327919.0
,,,,,,This Is Martin Bonner,93.0,70.0,Rotten Tomatoes,
,,,,,,This Is My Life,38.0,49.0,Rotten Tomatoes,
,,,,,,This Is Not a Film,97.0,69.0,Rotten Tomatoes,
,,,,,,This is not Berlin,82.0,67.0,Rotten Tomatoes,
This Is Spinal Tap,1984,"Comedy, Music",79.0,92.0,IMDb,This Is Spinal Tap,95.0,92.0,Rotten Tomatoes,188751.0
,,,,,,This Is the End,83.0,71.0,Rotten Tomatoes,
,,,,,,This Is Where I Leave You,44.0,59.0,Rotten Tomatoes,
,,,,,,This Land Is Mine,71.0,81.0,Rotten Tomatoes,
,,,,,,This Means War,26.0,56.0,Rotten Tomatoes,
,,,,,,This Must Be The Place,67.0,58.0,Rotten Tomatoes,
,,,,,,This Old Cub,74.0,85.0,Rotten Tomatoes,
,,,,,,This Property Is Condemned,64.0,77.0,Rotten Tomatoes,
,,,,,,This Revolution,18.0,70.0,Rotten Tomatoes,
,,,,,,This So-Called Disaster,90.0,62.0,Rotten Tomatoes,
,,,,,,This Sporting Life,95.0,87.0,Rotten Tomatoes,
,,,,,,This Teacher,100.0,63.0,Rotten Tomatoes,
,,,,,,This Thing of Ours,40.0,27.0,Rotten Tomatoes,
,,,,,,Thoda Pyaar Thoda Magic,88.0,52.0,Rotten Tomatoes,
,,,,,,Thomas and the Magic Railroad,21.0,42.0,Rotten Tomatoes,
,,,,,,Thor,77.0,76.0,Rotten Tomatoes,
Thor: Ragnarok,2017,"Action, Adventure, Comedy",79.0,74.0,IMDb,Thor: Ragnarok,93.0,87.0,Rotten Tomatoes,315058289.0
,,,,,,Thor: The Dark World,66.0,76.0,Rotten Tomatoes,
,,,,,,Thoroughbreds,86.0,67.0,Rotten Tomatoes,
,,,,,,Those Magnificent Men in Their Flying Machines,78.0,75.0,Rotten Tomatoes,
,,,,,,Those People,80.0,56.0,Rotten Tomatoes,
,,,,,,Three Amigos!,45.0,67.0,Rotten Tomatoes,
,,,,,,Three and Out,17.0,40.0,Rotten Tomatoes,
"Three Billboards Outside Ebbing, Missouri",2017,"Comedy, Crime, Drama",82.0,88.0,IMDb,"Three Billboards Outside Ebbing, Missouri",90.0,87.0,Rotten Tomatoes,54513740.0
,,,,,,Three Blind Mice,80.0,50.0,Rotten Tomatoes,
,,,,,,Three Came Home,100.0,72.0,Rotten Tomatoes,
,,,,,,Three Christs,43.0,69.0,Rotten Tomatoes,
,,,,,,Three Coins in the Fountain,60.0,43.0,Rotten Tomatoes,
,,,,,,Three Colors: Blue (Trois Couleurs: Bleu),98.0,93.0,Rotten Tomatoes,
,,,,,,Three Colors: Red (Trois couleurs: Rouge),100.0,95.0,Rotten Tomatoes,
,,,,,,Three Colors: White (Trois Couleurs: Blanc),87.0,87.0,Rotten Tomatoes,
,,,,,,Three Days of the Condor,87.0,83.0,Rotten Tomatoes,
,,,,,,Three Fugitives,14.0,50.0,Rotten Tomatoes,
,,,,,,Three Godfathers,83.0,78.0,Rotten Tomatoes,
,,,,,,Three Identical Strangers,97.0,88.0,Rotten Tomatoes,
,,,,,,Three Idiots,100.0,93.0,Rotten Tomatoes,
,,,,,,Three Kings,94.0,77.0,Rotten Tomatoes,
,,,,,,Three Men and a Baby (3 Men and a Baby),75.0,47.0,Rotten Tomatoes,
,,,,,,Three Men and a Little Lady,38.0,43.0,Rotten Tomatoes,
,,,,,,Three Night Stand,60.0,30.0,Rotten Tomatoes,
,,,,,,Three O'Clock High,67.0,73.0,Rotten Tomatoes,
,,,,,,Three of Hearts,53.0,35.0,Rotten Tomatoes,
,,,,,,Three Sisters,100.0,88.0,Rotten Tomatoes,
,,,,,,Three Smart Girls,86.0,50.0,Rotten Tomatoes,
,,,,,,Three Times (Zui hao de shi guang),86.0,71.0,Rotten Tomatoes,
,,,,,,Three to Tango,28.0,48.0,Rotten Tomatoes,
,,,,,,Three Wishes,13.0,52.0,Rotten Tomatoes,
,,,,,,Three Worlds,38.0,46.0,Rotten Tomatoes,
,,,,,,Three...Extremes (Saam gaang yi),84.0,77.0,Rotten Tomatoes,
,,,,,,Threesome,28.0,56.0,Rotten Tomatoes,
,,,,,,Thriller,40.0,15.0,Rotten Tomatoes,
,,,,,,Throne of Blood,95.0,94.0,Rotten Tomatoes,
,,,,,,Through a Lens Darkly: Black Photographers and the Emergence of a People,61.0,73.0,Rotten Tomatoes,
,,,,,,Throw Momma from the Train,63.0,54.0,Rotten Tomatoes,
,,,,,,Thumbelina,27.0,66.0,Rotten Tomatoes,
,,,,,,Thumbsucker,71.0,71.0,Rotten Tomatoes,
,,,,,,Thunder and the House of Magic,73.0,54.0,Rotten Tomatoes,
,,,,,,Thunder Road,96.0,93.0,Rotten Tomatoes,
,,,,,,Thunder Soul,100.0,86.0,Rotten Tomatoes,
,,,,,,Thunderball,86.0,73.0,Rotten Tomatoes,
,,,,,,Thunderbirds,19.0,36.0,Rotten Tomatoes,
,,,,,,Thunderbirds Are Go,57.0,57.0,Rotten Tomatoes,
,,,,,,Thunderbolt and Lightfoot,90.0,73.0,Rotten Tomatoes,
,,,,,,Thunderheart,89.0,75.0,Rotten Tomatoes,
,,,,,,Thunderstruck,27.0,70.0,Rotten Tomatoes,
,,,,,,Thursday,43.0,81.0,Rotten Tomatoes,
,,,,,,THX 1138,86.0,74.0,Rotten Tomatoes,
,,,,,,Thérèse,52.0,37.0,Rotten Tomatoes,
,,,,,,Ticked-off Trannies With Knives,71.0,46.0,Rotten Tomatoes,
,,,,,,Tideland,31.0,64.0,Rotten Tomatoes,
,,,,,,Tig Notaro: Happy to Be Here,100.0,71.0,Rotten Tomatoes,
,,,,,,Tiger Bay,75.0,84.0,Rotten Tomatoes,
,,,,,,Tiger Eyes,66.0,53.0,Rotten Tomatoes,
,,,,,,Tiger Orange,100.0,45.0,Rotten Tomatoes,
,,,,,,Tigerland,77.0,71.0,Rotten Tomatoes,
,,,,,,Tigertail,81.0,67.0,Rotten Tomatoes,
,,,,,,Tightrope,85.0,50.0,Rotten Tomatoes,
,,,,,,Tijuana Jackson: Purpose Over Prison,67.0,100.0,Rotten Tomatoes,
,,,,,,Tikkun,95.0,46.0,Rotten Tomatoes,
,,,,,,Till Human Voices Wake Us,25.0,66.0,Rotten Tomatoes,
,,,,,,Till the Clouds Roll By,100.0,49.0,Rotten Tomatoes,
,,,,,,Tim and Eric's Billion Dollar Movie,36.0,47.0,Rotten Tomatoes,
,,,,,,Tim Burton's Corpse Bride,84.0,77.0,Rotten Tomatoes,
,,,,,,Tim's Vermeer,89.0,86.0,Rotten Tomatoes,
,,,,,,Timber Falls,38.0,28.0,Rotten Tomatoes,
,,,,,,Timbuktu,98.0,77.0,Rotten Tomatoes,
,,,,,,Time After Time,87.0,72.0,Rotten Tomatoes,
,,,,,,Time and Tide (Shun liu Ni liu),64.0,74.0,Rotten Tomatoes,
,,,,,,Time Bandits,90.0,77.0,Rotten Tomatoes,
,,,,,,Time Changer,22.0,86.0,Rotten Tomatoes,
,,,,,,Time For Ilhan,94.0,42.0,Rotten Tomatoes,
,,,,,,Time Lapse,78.0,64.0,Rotten Tomatoes,
,,,,,,Time of the Wolf,64.0,65.0,Rotten Tomatoes,
,,,,,,Time Out Of Mind,80.0,42.0,Rotten Tomatoes,
,,,,,,Time Regained,70.0,72.0,Rotten Tomatoes,
,,,,,,Time Share (Tiempo Compartido),86.0,50.0,Rotten Tomatoes,
,,,,,,Time Trap,58.0,65.0,Rotten Tomatoes,
,,,,,,Timecode,68.0,49.0,Rotten Tomatoes,
,,,,,,Timecop,45.0,36.0,Rotten Tomatoes,
,,,,,,Timeline,11.0,45.0,Rotten Tomatoes,
,,,,,,Tin Cup,71.0,65.0,Rotten Tomatoes,
,,,,,,Tin Men,77.0,63.0,Rotten Tomatoes,
,,,,,,Tinker Bell,90.0,73.0,Rotten Tomatoes,
,,,,,,Tinker Bell and the Great Fairy Rescue,78.0,76.0,Rotten Tomatoes,
,,,,,,Tinker Bell and the Lost Treasure,100.0,73.0,Rotten Tomatoes,
,,,,,,Tinker Tailor Soldier Spy,83.0,65.0,Rotten Tomatoes,
,,,,,,TinkerBell and the Legend of the NeverBeast,75.0,76.0,Rotten Tomatoes,
,,,,,,Tiny Furniture,80.0,54.0,Rotten Tomatoes,
,,,,,,Tio Papi,29.0,39.0,Rotten Tomatoes,
,,,,,,Tip Top,53.0,22.0,Rotten Tomatoes,
,,,,,,Tiptoes,20.0,22.0,Rotten Tomatoes,
,,,,,,Titan A.E.,51.0,60.0,Rotten Tomatoes,
Titanic,1997,"Drama, Romance",78.0,75.0,IMDb,Titanic,91.0,66.0,Rotten Tomatoes,659325379.0
Titanic,1997,"Drama, Romance",78.0,75.0,IMDb,Titanic,89.0,69.0,Rotten Tomatoes,659325379.0
,,,,,,Titanica,60.0,45.0,Rotten Tomatoes,
,,,,,,TMNT,35.0,60.0,Rotten Tomatoes,
,,,,,,To All the Boys I've Loved Before,96.0,86.0,Rotten Tomatoes,
,,,,,,To All the Boys: P.S. I Still Love You,75.0,40.0,Rotten Tomatoes,
To Be or Not to Be,1942,"Comedy, War",82.0,86.0,IMDb,,,,,23530892.0
,,,,,,To Be Takei,90.0,75.0,Rotten Tomatoes,
,,,,,,To Catch a Thief,96.0,84.0,Rotten Tomatoes,
,,,,,,To Die For,88.0,65.0,Rotten Tomatoes,
,,,,,,To End All Wars,62.0,85.0,Rotten Tomatoes,
,,,,,,To Gillian on Her 37th Birthday,14.0,42.0,Rotten Tomatoes,
To Have and Have Not,1944,"Adventure, Comedy, Film-Noir",78.0,79.0,IMDb,To Have and Have Not,97.0,90.0,Rotten Tomatoes,23530892.0
,,,,,,To Kid or Not to Kid,100.0,63.0,Rotten Tomatoes,
To Kill a Mockingbird,1962,"Crime, Drama",82.0,88.0,IMDb,To Kill A Mockingbird,92.0,92.0,Rotten Tomatoes,23530892.0
,,,,,,To Kill a Priest,80.0,60.0,Rotten Tomatoes,
,,,,,,To Rome with Love,46.0,40.0,Rotten Tomatoes,
,,,,,,To Save a Life,39.0,82.0,Rotten Tomatoes,
,,,,,,"To Sir, With Love",89.0,88.0,Rotten Tomatoes,
,,,,,,To Sleep With Anger,88.0,78.0,Rotten Tomatoes,
,,,,,,To the Arctic,64.0,66.0,Rotten Tomatoes,
,,,,,,To the Bone,72.0,64.0,Rotten Tomatoes,
,,,,,,To The Devil A Daughter,40.0,38.0,Rotten Tomatoes,
,,,,,,To the Stars,81.0,77.0,Rotten Tomatoes,
,,,,,,To The Wonder,46.0,37.0,Rotten Tomatoes,
,,,,,,"To Wong Foo, Thanks for Everything! Julie Newmar",39.0,71.0,Rotten Tomatoes,
,,,,,,To Your Last Death,67.0,94.0,Rotten Tomatoes,
,,,,,,Toad Road,75.0,49.0,Rotten Tomatoes,
,,,,,,Toast,62.0,52.0,Rotten Tomatoes,
,,,,,,Today's Special,81.0,72.0,Rotten Tomatoes,
,,,,,,Todd Glass: Act Happy,100.0,63.0,Rotten Tomatoes,
Todo sobre mi madre,1999,Drama,78.0,87.0,IMDb,,,,,8264530.0
,,,,,,Together,90.0,89.0,Rotten Tomatoes,
Togo,2019,"Adventure, Biography, Drama",80.0,69.0,IMDb,,,,,23530892.0
Toki o kakeru shôjo,2006,"Animation, Adventure, Comedy",77.0,79.0,IMDb,,,,,23530892.0
,,,,,,Tokyo Decadence,67.0,55.0,Rotten Tomatoes,
,,,,,,Tokyo Drifter,92.0,80.0,Rotten Tomatoes,
,,,,,,Tokyo Godfathers,90.0,91.0,Rotten Tomatoes,
,,,,,,Tokyo Sonata (Tokyo Sonata),94.0,80.0,Rotten Tomatoes,
,,,,,,Tokyo Story (Tôkyô monogatari),100.0,93.0,Rotten Tomatoes,
,,,,,,Tokyo Tribe,55.0,46.0,Rotten Tomatoes,
,,,,,,Tolkien,51.0,71.0,Rotten Tomatoes,
,,,,,,Tom and Huck,25.0,42.0,Rotten Tomatoes,
,,,,,,Tom and Jerry: The Movie,14.0,40.0,Rotten Tomatoes,
,,,,,,Tom Dowd and the Language of Music,90.0,92.0,Rotten Tomatoes,
,,,,,,Tom Horn,83.0,69.0,Rotten Tomatoes,
,,,,,,Tom Jones,82.0,58.0,Rotten Tomatoes,
,,,,,,Tom of Finland,84.0,70.0,Rotten Tomatoes,
,,,,,,Tom Segura: Disgraceful,100.0,78.0,Rotten Tomatoes,
,,,,,,Tom Thumb,100.0,62.0,Rotten Tomatoes,
,,,,,,Tomb Raider,51.0,55.0,Rotten Tomatoes,
,,,,,,Tomboy,96.0,82.0,Rotten Tomatoes,
,,,,,,Tombs Of The Blind Dead (Noche del terror ciego),67.0,58.0,Rotten Tomatoes,
Tombstone,1993,"Action, Biography, Drama",78.0,50.0,IMDb,,,,,56505065.0
,,,,,,Tomcats,14.0,42.0,Rotten Tomatoes,
,,,,,,Tommaso,78.0,22.0,Rotten Tomatoes,
,,,,,,Tommy,70.0,72.0,Rotten Tomatoes,
,,,,,,Tommy Boy,42.0,90.0,Rotten Tomatoes,
,,,,,,Tommy's Honour,67.0,68.0,Rotten Tomatoes,
,,,,,,Tomorrow Ever After,86.0,64.0,Rotten Tomatoes,
,,,,,,Tomorrow Never Dies,57.0,53.0,Rotten Tomatoes,
,,,,,,Tomorrow You're Gone,7.0,4.0,Rotten Tomatoes,
,,,,,,Tomorrowland,50.0,49.0,Rotten Tomatoes,
Tonari no Totoro,1988,"Animation, Family, Fantasy",82.0,86.0,IMDb,,,,,1105564.0
,,,,,,Tone-Deaf,45.0,26.0,Rotten Tomatoes,
,,,,,,Toni Erdmann,93.0,73.0,Rotten Tomatoes,
,,,,,,Tonight You're Mine,39.0,60.0,Rotten Tomatoes,
,,,,,,Tony,76.0,58.0,Rotten Tomatoes,
,,,,,,Tony 'n' Tina's Wedding,25.0,55.0,Rotten Tomatoes,
,,,,,,Tony Rome,63.0,59.0,Rotten Tomatoes,
,,,,,,Too Big to Fail,77.0,76.0,Rotten Tomatoes,
,,,,,,Too Late Blues,78.0,72.0,Rotten Tomatoes,
,,,,,,Too Much Sun,17.0,31.0,Rotten Tomatoes,
,,,,,,Toolbox Murders,53.0,33.0,Rotten Tomatoes,
,,,,,,Tooth and Nail,33.0,22.0,Rotten Tomatoes,
,,,,,,Tootsie,90.0,81.0,Rotten Tomatoes,
,,,,,,"Top Cat Begins (Don Gato, el inicio de la pandilla)",14.0,28.0,Rotten Tomatoes,
,,,,,,Top Dog,0.0,32.0,Rotten Tomatoes,
,,,,,,Top End Wedding,89.0,74.0,Rotten Tomatoes,
,,,,,,Top Five,85.0,64.0,Rotten Tomatoes,
,,,,,,Top Gun,54.0,83.0,Rotten Tomatoes,
,,,,,,Top Hat,100.0,91.0,Rotten Tomatoes,
,,,,,,Top Secret!,77.0,80.0,Rotten Tomatoes,
,,,,,,Topaz,71.0,36.0,Rotten Tomatoes,
,,,,,,Topkapi,90.0,67.0,Rotten Tomatoes,
,,,,,,Topper Returns,89.0,80.0,Rotten Tomatoes,
,,,,,,Tora! Tora! Tora!,55.0,81.0,Rotten Tomatoes,
,,,,,,Torn Curtain,67.0,53.0,Rotten Tomatoes,
,,,,,,Torque,23.0,41.0,Rotten Tomatoes,
,,,,,,Tortilla Heaven,25.0,34.0,Rotten Tomatoes,
,,,,,,Tortilla Soup,74.0,71.0,Rotten Tomatoes,
,,,,,,Tortoise In Love,45.0,37.0,Rotten Tomatoes,
,,,,,,Toss It,71.0,63.0,Rotten Tomatoes,
,,,,,,Total Eclipse,25.0,61.0,Rotten Tomatoes,
,,,,,,Total Recall,82.0,78.0,Rotten Tomatoes,
,,,,,,Total Recall,31.0,47.0,Rotten Tomatoes,
,,,,,,Touch,33.0,34.0,Rotten Tomatoes,
Touch of Evil,1958,"Crime, Drama, Film-Noir",80.0,99.0,IMDb,Touch of Evil,95.0,92.0,Rotten Tomatoes,2237659.0
,,,,,,Touch The Sound,88.0,73.0,Rotten Tomatoes,
,,,,,,Touchback,38.0,63.0,Rotten Tomatoes,
,,,,,,Touched With Fire,67.0,89.0,Rotten Tomatoes,
,,,,,,Touchez Pas au Grisbi (Hands Off the Loot),100.0,86.0,Rotten Tomatoes,
,,,,,,Touching the Void,94.0,92.0,Rotten Tomatoes,
,,,,,,Touching Wild Horses,0.0,71.0,Rotten Tomatoes,
,,,,,,Touchy Feely,40.0,22.0,Rotten Tomatoes,
,,,,,,Tough Guys,57.0,55.0,Rotten Tomatoes,
,,,,,,Towards Darkness,11.0,50.0,Rotten Tomatoes,
,,,,,,Towelhead,49.0,58.0,Rotten Tomatoes,
,,,,,,Tower,99.0,89.0,Rotten Tomatoes,
,,,,,,Tower Block,47.0,37.0,Rotten Tomatoes,
,,,,,,Tower Heist,67.0,48.0,Rotten Tomatoes,
,,,,,,Town & Country,13.0,14.0,Rotten Tomatoes,
,,,,,,Toxic Beauty,100.0,63.0,Rotten Tomatoes,
,,,,,,Toy Soldiers,36.0,66.0,Rotten Tomatoes,
Toy Story,1995,"Animation, Adventure, Comedy",83.0,95.0,IMDb,Toy Story,100.0,92.0,Rotten Tomatoes,191796233.0
Toy Story 2,1999,"Animation, Adventure, Comedy",79.0,88.0,IMDb,Toy Story 2,100.0,86.0,Rotten Tomatoes,245852179.0
Toy Story 3,2010,"Animation, Adventure, Comedy",82.0,92.0,IMDb,Toy Story 3,98.0,89.0,Rotten Tomatoes,415004880.0
Toy Story 4,2019,"Animation, Adventure, Comedy",78.0,84.0,IMDb,Toy Story 4,97.0,94.0,Rotten Tomatoes,434038008.0
,,,,,,Toy Story of Terror!,94.0,84.0,Rotten Tomatoes,
,,,,,,Toy Story That Time Forgot,100.0,82.0,Rotten Tomatoes,
,,,,,,Toys,30.0,39.0,Rotten Tomatoes,
,,,,,,Toys In The Attic (Na Pude),73.0,80.0,Rotten Tomatoes,
,,,,,,Tracers,24.0,37.0,Rotten Tomatoes,
,,,,,,Tracey Ullman: Live and Exposed,67.0,63.0,Rotten Tomatoes,
,,,,,,Track 29,63.0,45.0,Rotten Tomatoes,
,,,,,,Tracker,85.0,53.0,Rotten Tomatoes,
,,,,,,Tracks,50.0,63.0,Rotten Tomatoes,
,,,,,,Tracy Morgan: Staying Alive,83.0,63.0,Rotten Tomatoes,
,,,,,,Trade,33.0,74.0,Rotten Tomatoes,
,,,,,,Trade of Innocents,0.0,54.0,Rotten Tomatoes,
,,,,,,Traded,40.0,31.0,Rotten Tomatoes,
,,,,,,Trading Mom,38.0,56.0,Rotten Tomatoes,
,,,,,,Trading Paint,0.0,35.0,Rotten Tomatoes,
,,,,,,Trading Places,87.0,84.0,Rotten Tomatoes,
,,,,,,Traffic,93.0,85.0,Rotten Tomatoes,
,,,,,,Traffic Stop,100.0,27.0,Rotten Tomatoes,
,,,,,,Trafficked,29.0,60.0,Rotten Tomatoes,
,,,,,,Traffik,27.0,46.0,Rotten Tomatoes,
,,,,,,Trafic (Traffic),95.0,77.0,Rotten Tomatoes,
,,,,,,Trail of the Pink Panther,23.0,33.0,Rotten Tomatoes,
,,,,,,Trailer Park Boys: The Movie,57.0,78.0,Rotten Tomatoes,
,,,,,,Train to Busan (Busanhaeng),94.0,88.0,Rotten Tomatoes,
Training Day,2001,"Crime, Drama, Thriller",77.0,69.0,IMDb,Training Day,73.0,89.0,Rotten Tomatoes,76631907.0
Trainspotting,1996,Drama,81.0,83.0,IMDb,Trainspotting,91.0,93.0,Rotten Tomatoes,16501785.0
,,,,,,Trainwreck,85.0,66.0,Rotten Tomatoes,
,,,,,,Traitor,65.0,64.0,Rotten Tomatoes,
,,,,,,Tramps,95.0,68.0,Rotten Tomatoes,
,,,,,,Trance,68.0,62.0,Rotten Tomatoes,
,,,,,,Trancers,83.0,53.0,Rotten Tomatoes,
,,,,,,Transamerica,77.0,83.0,Rotten Tomatoes,
,,,,,,Transcendence,19.0,37.0,Rotten Tomatoes,
,,,,,,Transformer,100.0,92.0,Rotten Tomatoes,
,,,,,,Transformers,58.0,85.0,Rotten Tomatoes,
,,,,,,Transformers: Age of Extinction,18.0,50.0,Rotten Tomatoes,
,,,,,,Transformers: Dark of the Moon,35.0,55.0,Rotten Tomatoes,
,,,,,,Transformers: Revenge of the Fallen,20.0,57.0,Rotten Tomatoes,
,,,,,,Transformers: The Last Knight,15.0,43.0,Rotten Tomatoes,
,,,,,,Transit,50.0,30.0,Rotten Tomatoes,
,,,,,,Transit,94.0,63.0,Rotten Tomatoes,
,,,,,,Transpecos,91.0,56.0,Rotten Tomatoes,
,,,,,,Transporter 2,52.0,58.0,Rotten Tomatoes,
,,,,,,Transporter 3,39.0,49.0,Rotten Tomatoes,
,,,,,,Transsiberian,91.0,65.0,Rotten Tomatoes,
,,,,,,Transylmania,0.0,21.0,Rotten Tomatoes,
,,,,,,Transylvania 6-5000,18.0,41.0,Rotten Tomatoes,
,,,,,,Trap For Cinderella,25.0,24.0,Rotten Tomatoes,
,,,,,,Trapeze,67.0,64.0,Rotten Tomatoes,
,,,,,,Trapped,17.0,48.0,Rotten Tomatoes,
,,,,,,Trapped Ashes,33.0,14.0,Rotten Tomatoes,
,,,,,,Trapped in Paradise,10.0,41.0,Rotten Tomatoes,
,,,,,,Trash,66.0,70.0,Rotten Tomatoes,
,,,,,,Trash Humpers,59.0,44.0,Rotten Tomatoes,
,,,,,,Trashed,87.0,77.0,Rotten Tomatoes,
,,,,,,Trauma,29.0,25.0,Rotten Tomatoes,
,,,,,,Trauma (Dario Argento's Trauma),57.0,41.0,Rotten Tomatoes,
,,,,,,Travelers and Magicians,93.0,83.0,Rotten Tomatoes,
,,,,,,Traveller,79.0,53.0,Rotten Tomatoes,
,,,,,,Travels With My Aunt,57.0,49.0,Rotten Tomatoes,
,,,,,,Tre Fratelli (Three Brothers),100.0,60.0,Rotten Tomatoes,
,,,,,,Tread,90.0,89.0,Rotten Tomatoes,
,,,,,,Treasure Island,100.0,74.0,Rotten Tomatoes,
,,,,,,Treasure Island,100.0,67.0,Rotten Tomatoes,
,,,,,,Treasure Island,31.0,64.0,Rotten Tomatoes,
,,,,,,Treasure Planet,69.0,72.0,Rotten Tomatoes,
,,,,,,Treeless Mountain,86.0,72.0,Rotten Tomatoes,
,,,,,,Trees Lounge,81.0,79.0,Rotten Tomatoes,
,,,,,,Trekkies,86.0,71.0,Rotten Tomatoes,
,,,,,,Trembling Before G-d,89.0,74.0,Rotten Tomatoes,
,,,,,,Tremors,86.0,75.0,Rotten Tomatoes,
,,,,,,Tremors 2: Aftershocks,56.0,46.0,Rotten Tomatoes,
,,,,,,Tremors 3 - Back to Perfection,67.0,34.0,Rotten Tomatoes,
,,,,,,Tremors: A Cold Day in Hell,40.0,29.0,Rotten Tomatoes,
,,,,,,Trespass,69.0,47.0,Rotten Tomatoes,
,,,,,,Trespass,9.0,22.0,Rotten Tomatoes,
,,,,,,Trespass Against Us,57.0,25.0,Rotten Tomatoes,
,,,,,,Trespassers,60.0,27.0,Rotten Tomatoes,
,,,,,,Trevor Noah: Afraid Of The Dark,100.0,63.0,Rotten Tomatoes,
,,,,,,Triad Election (Hak se wui yi wo wai kwai),96.0,81.0,Rotten Tomatoes,
,,,,,,Trial by Fire,62.0,77.0,Rotten Tomatoes,
,,,,,,Trial by Jury,8.0,27.0,Rotten Tomatoes,
,,,,,,Triangle,80.0,66.0,Rotten Tomatoes,
,,,,,,Triangle (Tie saam gok),53.0,43.0,Rotten Tomatoes,
,,,,,,Trick,33.0,33.0,Rotten Tomatoes,
,,,,,,Trick 'r Treat,81.0,71.0,Rotten Tomatoes,
,,,,,,Tricked (Steekspel),38.0,29.0,Rotten Tomatoes,
,,,,,,Trickfilme,78.0,83.0,Rotten Tomatoes,
,,,,,,Trigger,88.0,64.0,Rotten Tomatoes,
,,,,,,Trigger Man,90.0,44.0,Rotten Tomatoes,
,,,,,,Triple 9,54.0,41.0,Rotten Tomatoes,
,,,,,,Triple Frontier,70.0,55.0,Rotten Tomatoes,
,,,,,,Triple Threat,69.0,36.0,Rotten Tomatoes,
,,,,,,Trishna,63.0,52.0,Rotten Tomatoes,
,,,,,,Tristan & Isolde,31.0,71.0,Rotten Tomatoes,
,,,,,,Tristana,97.0,83.0,Rotten Tomatoes,
,,,,,,Tristram Shandy: A Cock & Bull Story,89.0,66.0,Rotten Tomatoes,
,,,,,,Triumph des Willens (Triumph Of The Will),87.0,75.0,Rotten Tomatoes,
,,,,,,Triumph of the Spirit,50.0,52.0,Rotten Tomatoes,
,,,,,,Trog,14.0,24.0,Rotten Tomatoes,
Trois couleurs: Blanc,1994,"Comedy, Drama, Romance",76.0,88.0,IMDb,,,,,1464625.0
Trois couleurs: Bleu,1993,"Drama, Music, Mystery",79.0,85.0,IMDb,,,,,1324974.0
Trois couleurs: Rouge,1994,"Drama, Mystery, Romance",81.0,100.0,IMDb,,,,,4043686.0
,,,,,,Troll 2,5.0,44.0,Rotten Tomatoes,
,,,,,,Trollhunter,81.0,72.0,Rotten Tomatoes,
,,,,,,Trolls,76.0,67.0,Rotten Tomatoes,
,,,,,,Trolls World Tour,70.0,59.0,Rotten Tomatoes,
,,,,,,Troma's War,20.0,61.0,Rotten Tomatoes,
,,,,,,TRON,72.0,69.0,Rotten Tomatoes,
,,,,,,Tron Legacy,51.0,63.0,Rotten Tomatoes,
,,,,,,Troop Beverly Hills,25.0,62.0,Rotten Tomatoes,
Tropa de Elite,2007,"Action, Crime, Drama",80.0,33.0,IMDb,,,,,8060.0
,,,,,,Tropa de Elite (The Elite Squad),53.0,87.0,Rotten Tomatoes,
Tropa de Elite 2: O Inimigo Agora é Outro,2010,"Action, Crime, Drama",80.0,71.0,IMDb,,,,,100119.0
,,,,,,Tropic of Cancer,75.0,25.0,Rotten Tomatoes,
,,,,,,Tropic Thunder,82.0,70.0,Rotten Tomatoes,
,,,,,,Trouble Every Day (Gargoyle),50.0,55.0,Rotten Tomatoes,
,,,,,,Trouble Is My Business,100.0,95.0,Rotten Tomatoes,
,,,,,,Trouble the Water,96.0,86.0,Rotten Tomatoes,
,,,,,,Trouble with the Curve,51.0,66.0,Rotten Tomatoes,
,,,,,,Troublesome Creek: A Midwestern,82.0,83.0,Rotten Tomatoes,
,,,,,,Troy,54.0,73.0,Rotten Tomatoes,
,,,,,,Trucker,59.0,58.0,Rotten Tomatoes,
,,,,,,Trudell,33.0,75.0,Rotten Tomatoes,
,,,,,,True Adolescents,75.0,53.0,Rotten Tomatoes,
